currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
47149,809.52,774,756.84,762.04,775.6,-44.92,-904.79,478.52,-2.85,1.31,0.98,9431,0,31.552,5.62905,-340.02,14660.8,8141.37,-948.662,-486.056,446.883,0,60
47196,810.39,773.55,756.64,762.47,775.76,-44.92,-897.95,476.07,-2.6,2.53,0.29,9440,0,31.9477,5.71142,-343.063,15142.3,8243.21,-901.607,-485.972,445.861,0,60
47228,811.04,773.29,756.57,762.62,775.88,-53.22,-898.44,453.12,-2.69,2.24,3.37,9447,0,31.8025,5.34894,-344.34,15752.5,8233.68,-865.151,-486.088,444.253,0,60
47258,811.6,773.06,756.56,762.74,775.99,-62.99,-923.34,474.12,-2.24,-0.37,-0.72,9453,0,31.9892,4.94006,-344.48,16227.8,8065.1,-921.222,-486.588,442.892,0,60
47289,812.08,772.86,756.59,762.8,776.08,-51.76,-908.69,464.36,-1.64,1.6,-1.36,9459,0,32.0543,4.47484,-345.678,16910.3,8024.66,-894.618,-486.786,441.081,0,60
47320,812.24,772.85,756.51,762.78,776.1,-57.13,-912.6,461.91,0.69,0.44,0.24,9465,0,31.9656,3.68818,-345.868,17333.6,7939.1,-921.901,-487.046,439.884,0,60
47351,812.23,772.79,756.48,762.64,776.04,-49.32,-903.81,469.24,0.64,-1.02,-3.31,9471,0,31.8498,3.45015,-346.705,17656.3,7887.56,-881.414,-487.25,439.074,0,60
47382,812.2,772.86,756.54,762.31,775.98,-44.43,-912.11,462.4,0.69,-2.08,0.82,9477,0,31.175,3.6331,-346.16,17616.6,7894.64,-922.164,-487.194,439.108,0,60
47413,811.95,773.06,756.61,762.15,775.94,-54.69,-916.5,473.63,0.52,-1.4,-3.54,9484,0,31.3843,3.70086,-345.368,17488.4,7860.88,-842.272,-487.239,439.363,0,60
47444,811.65,773.03,756.66,762.06,775.85,-52.73,-906.25,470.21,-0.47,0.54,-0.15,9490,0,31.2977,3.84113,-344.935,17342.9,7902.56,-771.868,-487.09,439.721,0,60
47475,811.23,773.08,756.7,761.98,775.75,-49.32,-912.11,458.5,0.44,2.3,-1.31,9496,0,31.3463,4.207,-342.982,16910,7875.04,-723.434,-487.04,440.697,0,60
47506,810.88,773.26,756.73,761.94,775.7,-47.85,-917.48,458.5,-1.19,-1.45,0.96,9502,0,31.1037,4.99223,-340.522,16462.8,7901.26,-779.873,-486.797,441.655,0,60
47537,810.26,773.42,756.76,761.94,775.6,-43.95,-905.27,468.26,-0.11,1.13,-0.64,9508,0,31.317,4.87007,-338.553,16088.8,7904.56,-815.087,-486.652,442.478,0,60
47568,809.38,773.55,756.74,762.07,775.43,-42.97,-901.37,466.31,1.38,-1.47,-1.48,9515,0,31.4637,5.4185,-336.677,15699.5,7879.8,-632.702,-486.595,443.369,0,60
47599,808.79,773.56,756.85,762.1,775.32,-45.9,-907.71,466.8,-0.65,-2.5,-0.07,9521,0,31.6815,6.21469,-334.149,15108,7829.27,-573.581,-486.569,444.787,0,60
47629,808.49,773.68,756.81,762.12,775.28,-40.04,-904.3,456.54,-0.56,0.95,-3.19,9527,0,31.8345,7.29228,-330.374,14450.1,7833.67,-634.317,-486.289,446.262,0,60
47660,808.23,773.71,756.84,762.16,775.24,-40.53,-909.18,468.75,-0.08,-1.75,-0.56,9533,0,31.1856,6.86579,-328.023,14079.7,7777.65,-653.574,-486.289,447.077,0,60
47691,807.8,773.75,756.83,762.16,775.14,-37.6,-922.36,457.03,0.81,0.44,-3.28,9539,0,31.6171,6.50483,-327.819,13917.4,7746.08,-590.376,-486.371,447.545,0,60
47722,807.55,773.56,756.81,762.21,775.04,-54.69,-920.9,473.63,0.03,0.18,1.21,9545,0,32.4907,6.34987,-326.43,13678.3,7766.1,-561.687,-486.209,448.097,0,60
47753,807.46,773.75,756.73,762.24,775.05,-52.25,-912.6,470.21,-1.37,-0.89,1.63,9552,0,32.3132,7.23852,-323.808,13430.9,7713.38,-519.372,-486.179,448.522,0,60
47784,806.95,773.81,756.83,762.35,774.99,-43.95,-893.55,469.24,1.67,0,-0.33,9558,0,31.6973,6.80784,-322.06,13365.1,7603.14,-515.938,-486.392,448.501,0,60
47815,806.53,773.88,756.92,762.47,774.95,-53.22,-911.62,460.94,0.62,-2.42,-0.24,9564,0,32.0656,7.03411,-321.539,13251.9,7620.06,-467.838,-486.301,448.786,0,60
47846,806.16,773.91,756.9,762.47,774.86,-49.8,-911.62,461.91,1.34,-1.45,-2.69,9570,0,32.7696,7.94117,-320.005,12911.7,7582,-509.709,-486.307,449.652,0,60
47877,805.77,773.99,756.88,762.48,774.78,-32.71,-908.2,462.4,-1.7,2.68,0.08,9576,0,32.5534,8.35895,-319.278,12537,7526.23,-346.871,-486.427,450.733,0,60
47908,805.42,774.05,756.93,762.49,774.72,-38.57,-910.64,478.52,0.08,0.92,-2.73,9583,0,32.0263,8.06943,-318.793,12282.2,7477.04,-361.485,-486.546,451.473,0,60
47939,804.99,774.04,756.88,762.52,774.61,-29.3,-908.69,478.52,0.24,1.41,-0.4,9589,0,31.865,8.78611,-317.085,11972.3,7388.36,-395.264,-486.699,452.243,0,60
47970,804.68,774.16,756.94,762.57,774.59,-47.85,-909.18,475.59,-2,0.73,0.21,9595,0,31.9756,7.95541,-314.776,11788.9,7349.35,-506.712,-486.652,452.548,0,60
48001,804.17,774.16,756.94,762.62,774.47,-55.18,-913.57,453.12,-0.79,1.19,-1.29,9601,0,31.5374,7.78651,-312.349,11552.8,7328.69,-470.319,-486.537,453.013,0,60
48031,803.7,774.15,756.94,762.66,774.36,-41.99,-911.13,489.26,-0.97,-1.15,1.87,9607,0,31.651,7.21366,-310.262,11421.2,7339,-504.632,-486.346,453.189,0,60
48062,803.66,774.21,756.95,762.7,774.38,-46.39,-893.07,473.14,-0.66,0.92,-0.56,9613,0,31.5508,7.3977,-308.672,10991.8,7299.88,-553.301,-486.351,454.39,0,60
48093,803.57,774.16,756.96,762.58,774.32,-35.64,-915.53,473.14,-0.65,-0.2,-0.5,9620,0,30.6253,7.70421,-306.68,10779.3,7162.14,-548.103,-486.646,454.852,0,60
48124,803.69,773.92,756.94,762.53,774.27,-46.88,-904.79,462.4,-2.18,2.37,-1.31,9626,0,30.1414,7.41466,-306.036,10756.6,7112.23,-558.555,-486.76,454.852,0,60
48154,803.98,773.71,756.89,762.37,774.24,-41.99,-898.44,469.73,-0.6,1.85,0.19,9632,0,30.1798,7.94314,-305.012,10842,7124.6,-505.073,-486.642,454.454,0,60
48184,804.4,773.44,756.83,762.24,774.23,-45.9,-903.32,470.7,-1.93,0.88,0.21,9638,0,30.0043,7.63502,-304.005,11065.6,7120.14,-540.524,-486.579,453.601,0,60
48215,804.61,773.3,756.82,762.06,774.19,-49.8,-907.71,465.82,-1.79,1.1,0.35,9644,0,29.7934,7.49436,-302.762,11512.9,7092.68,-559.904,-486.573,451.974,0,60
48245,804.73,773.16,756.94,761.92,774.19,-49.32,-911.13,465.33,-2.16,-1.28,2.41,9650,0,29.357,6.45485,-301.394,11886.8,7051.16,-596.062,-486.605,450.561,0,60
